Age,BMI,Daily_Calories,Protein,Carbohydrates,Fat,Fiber,Nutrition_Category
44,19.7,1548.0,52.1,157.8,27.7,9.8,Low Nutrition Intake
51,39.4,3306.0,56.9,338.9,115.8,14.7,High Calorie Intake
55,38.0,2821.0,64.5,263.7,85.7,21.9,High Calorie Intake
50,19.6,2767.0,41.6,329.6,112.2,17.7,High Calorie Intake
41,25.2,2073.0,68.4,203.9,70.2,30.0,Balanced
32,19.2,2485.0,62.5,314.6,64.2,25.2,Balanced
47,23.3,3254.0,63.3,271.8,119.1,17.7,High Calorie Intake
59,26.8,1364.0,52.5,218.9,21.9,14.1,Low Nutrition Intake
34,34.3,1558.0,76.3,245.1,71.9,18.6,Balanced
22,33.3,2040.0,33.0,282.3,63.8,25.5,Balanced
46,33.8,1762.0,83.6,326.1,62.4,28.9,Balanced
21,20.5,1924.0,76.9,198.7,76.0,26.0,Balanced
27,38.3,1833.0,66.8,262.4,77.9,33.9,Balanced
34,17.9,2115.0,58.9,269.5,90.0,15.3,Balanced
27,24.0,2625.0,81.8,387.7,94.1,17.1,High Calorie Intake
34,20.9,1685.0,43.8,183.5,47.1,12.9,Low Nutrition Intake
37,36.8,3338.0,104.4,335.4,80.0,17.9,High Calorie Intake
41,22.6,1816.0,59.8,178.0,59.6,24.8,Balanced
22,21.9,2774.0,94.2,445.8,143.6,16.2,High Calorie Intake
51,37.0,2458.0,82.3,268.3,58.5,11.4,Balanced
23,21.7,3167.0,90.5,303.7,104.8,21.0,High Calorie Intake
19,21.4,1364.0,59.3,185.1,33.7,19.0,Low Nutrition Intake
30,19.7,2633.0,60.4,335.2,82.1,16.8,High Calorie Intake
60,18.0,1327.0,50.9,129.3,26.5,14.2,Low Nutrition Intake
60,17.1,3450.0,78.1,350.5,75.2,12.8,High Calorie Intake
28,19.7,2936.0,34.3,319.3,90.2,14.7,High Calorie Intake
64,32.0,1437.0,37.7,207.7,41.5,12.5,Low Nutrition Intake
40,21.3,1605.0,51.7,139.1,39.6,17.6,Low Nutrition Intake
33,29.2,3310.0,77.9,368.3,113.4,20.0,High Calorie Intake
48,27.7,1478.0,47.7,181.3,24.0,13.3,Low Nutrition Intake
28,19.8,2720.0,61.2,451.7,124.0,7.5,High Calorie Intake
33,23.6,1190.0,40.6,167.6,43.8,9.0,Low Nutrition Intake
25,30.3,1680.0,44.5,178.1,39.8,12.3,Low Nutrition Intake
21,25.8,2260.0,72.2,364.0,85.9,21.5,High Calorie Intake
57,25.9,2324.0,112.1,293.4,56.0,19.6,Balanced
21,19.8,2782.0,61.3,385.4,74.2,19.2,High Calorie Intake
42,36.1,2174.0,85.5,214.2,68.5,32.8,Balanced
20,29.7,1926.0,65.6,288.5,51.4,23.6,Balanced
49,28.9,2534.0,65.8,321.8,60.3,18.3,Balanced
20,21.1,2307.0,79.5,260.5,54.2,25.6,Balanced
44,27.8,1612.0,81.1,311.9,40.3,22.6,Balanced
46,28.0,1923.0,56.8,177.9,48.5,23.5,Balanced
49,31.9,2449.0,56.7,271.8,68.1,35.0,Balanced
36,20.8,1587.0,52.5,214.5,28.9,11.7,Low Nutrition Intake
38,32.7,3330.0,39.2,345.9,78.4,17.2,High Calorie Intake
22,17.8,1349.0,52.5,186.2,21.4,8.0,Low Nutrition Intake
35,24.2,2148.0,67.2,238.7,78.1,29.6,Balanced
45,27.0,1881.0,41.2,167.6,45.0,11.8,Low Nutrition Intake
59,18.6,2013.0,75.2,326.1,74.9,29.9,Balanced
39,14.7,3497.0,86.4,323.4,122.7,21.1,High Calorie Intake
38,20.4,1606.0,42.7,209.1,39.8,10.1,Low Nutrition Intake
23,29.8,1275.0,53.4,158.3,30.3,17.0,Low Nutrition Intake
18,21.6,1482.0,51.9,147.0,46.6,11.4,Low Nutrition Intake
22,24.2,1886.0,70.9,314.5,59.9,38.2,Balanced
58,30.8,2249.0,47.3,446.2,136.5,11.7,High Calorie Intake
29,29.2,1467.0,53.5,182.0,41.8,14.0,Low Nutrition Intake
43,26.3,2446.0,66.5,380.6,107.1,7.3,High Calorie Intake
63,29.9,2346.0,79.8,217.8,90.2,22.9,Balanced
51,33.1,2077.0,87.0,335.4,74.5,30.0,Balanced
31,34.7,2609.0,73.4,353.4,119.1,20.0,High Calorie Intake
43,19.9,2575.0,47.8,234.8,83.2,16.6,Balanced
62,41.8,2359.0,93.9,258.9,45.1,24.3,Balanced
44,33.9,1800.0,63.5,197.3,28.3,21.0,Low Nutrition Intake
26,25.7,1647.0,34.1,202.0,43.6,11.5,Low Nutrition Intake
43,19.8,1534.0,58.3,179.6,54.5,7.0,Low Nutrition Intake
64,16.0,1982.0,45.7,227.6,42.6,10.7,Low Nutrition Intake
39,14.8,2141.0,51.3,287.5,67.7,23.9,Balanced
64,32.5,2346.0,78.5,284.3,78.5,21.7,Balanced
47,17.0,1933.0,53.9,264.9,71.3,17.1,Balanced
60,24.1,1791.0,35.1,116.4,57.9,6.1,Low Nutrition Intake
34,27.2,1681.0,53.7,201.2,33.7,16.0,Low Nutrition Intake
43,20.3,2423.0,64.2,299.1,78.0,26.8,Balanced
53,33.5,2767.0,87.0,405.4,84.7,14.2,High Calorie Intake
18,23.3,1647.0,46.4,228.0,35.9,10.0,Low Nutrition Intake
25,20.7,3696.0,45.1,355.0,110.6,20.9,High Calorie Intake
52,20.4,2318.0,110.4,255.3,52.8,23.7,Balanced
32,24.1,2067.0,77.0,220.7,76.0,27.2,Balanced
64,19.4,1821.0,91.6,227.5,48.4,25.5,Balanced
39,27.0,1028.0,52.1,90.6,27.6,20.3,Low Nutrition Intake
31,36.3,1285.0,38.9,234.6,30.5,17.1,Low Nutrition Intake
43,25.2,2455.0,84.7,202.2,56.5,41.3,Balanced
45,23.5,2022.0,119.8,328.4,72.3,26.8,Balanced
40,38.6,2792.0,70.6,345.6,103.7,9.2,High Calorie Intake
31,30.3,1782.0,96.2,195.5,77.4,13.6,Balanced
41,19.6,1601.0,42.5,236.2,36.0,6.0,Low Nutrition Intake
19,24.8,2886.0,74.6,373.4,116.5,13.2,High Calorie Intake
62,26.6,1147.0,33.0,171.9,33.7,23.6,Low Nutrition Intake
43,36.6,2476.0,87.6,277.8,69.2,26.8,Balanced
31,35.8,2192.0,78.6,176.3,59.8,23.6,Balanced
24,23.6,2695.0,63.1,395.0,120.4,17.5,High Calorie Intake
20,21.3,3202.0,84.2,365.0,115.5,7.3,High Calorie Intake
64,42.6,2050.0,71.0,321.3,69.7,17.0,Balanced
40,32.2,2305.0,90.7,256.4,74.7,10.0,Balanced
63,28.9,2032.0,53.1,387.5,135.6,10.4,High Calorie Intake
60,27.1,1245.0,46.1,172.8,33.4,12.3,Low Nutrition Intake
64,22.5,1766.0,58.4,190.8,59.9,16.0,Low Nutrition Intake
62,30.6,1727.0,34.7,167.1,32.0,13.7,Low Nutrition Intake
35,27.7,1464.0,48.9,259.1,48.7,11.9,Low Nutrition Intake
55,17.0,2149.0,99.1,291.3,85.9,22.1,Balanced
52,27.8,1965.0,68.2,243.9,50.1,26.8,Balanced
32,36.3,2231.0,96.7,189.6,51.8,29.8,Balanced
42,16.0,1494.0,45.5,234.2,27.9,11.1,Low Nutrition Intake
54,32.5,2662.0,39.8,386.6,94.5,12.3,High Calorie Intake
45,32.1,1913.0,77.8,228.1,68.1,27.8,Balanced
27,37.6,2073.0,72.9,267.4,64.6,33.0,Balanced
56,17.1,2233.0,93.3,284.4,46.5,21.7,Balanced
34,18.2,2137.0,90.2,337.1,58.2,25.3,Balanced
56,25.2,1642.0,44.3,247.5,23.8,16.7,Low Nutrition Intake
39,19.2,1610.0,58.8,192.2,50.7,13.0,Low Nutrition Intake
43,38.8,2678.0,56.8,307.9,96.2,17.6,High Calorie Intake
61,32.6,2879.0,75.2,441.7,94.7,27.7,High Calorie Intake
42,17.9,2346.0,75.2,251.2,50.9,24.8,Balanced
34,33.4,931.0,60.1,91.4,40.5,9.4,Low Nutrition Intake
30,29.4,1968.0,70.0,337.0,49.6,30.5,Balanced
37,20.6,3345.0,34.6,349.2,134.7,9.4,High Calorie Intake
42,41.8,3357.0,71.7,376.9,106.4,17.7,High Calorie Intake
21,32.2,1221.0,41.9,203.0,42.1,15.4,Low Nutrition Intake
27,34.5,1278.0,52.6,194.4,21.0,11.9,Low Nutrition Intake
20,38.8,2646.0,57.5,356.2,117.3,12.9,High Calorie Intake
58,28.5,2209.0,78.9,228.8,60.2,30.2,Balanced
62,28.1,1486.0,51.6,234.5,45.2,6.3,Low Nutrition Intake
35,26.1,1515.0,37.6,253.4,44.8,11.6,Low Nutrition Intake
64,25.0,2297.0,79.3,191.3,77.1,22.6,Balanced
53,33.7,3433.0,70.0,452.0,113.5,20.9,High Calorie Intake
64,25.8,2783.0,77.6,293.7,102.5,8.6,High Calorie Intake
39,31.6,1853.0,65.5,286.4,62.9,25.2,Balanced
51,20.1,2105.0,93.1,260.2,68.5,21.6,Balanced
64,19.5,1726.0,59.7,188.7,33.0,7.5,Low Nutrition Intake
25,27.5,1924.0,47.7,223.6,70.0,24.7,Balanced
57,36.1,2754.0,72.8,242.0,79.9,13.4,Balanced
61,39.6,1765.0,87.3,252.2,62.6,19.4,Balanced
36,32.8,2212.0,66.7,262.9,48.8,23.9,Balanced
59,27.5,1936.0,39.9,185.4,37.6,14.7,Low Nutrition Intake
58,27.6,1562.0,48.1,199.8,37.8,14.4,Low Nutrition Intake
54,37.4,2094.0,52.6,365.2,75.2,19.1,Balanced
23,27.2,1505.0,28.8,172.7,22.2,13.8,Low Nutrition Intake
43,23.9,1070.0,49.7,213.9,30.1,14.6,Low Nutrition Intake
51,16.6,2651.0,80.2,345.6,120.8,6.9,High Calorie Intake
62,26.7,1889.0,62.5,268.1,72.8,26.7,Balanced
23,25.1,2018.0,38.9,261.5,76.0,41.1,Balanced
54,20.7,2806.0,61.4,396.0,99.9,22.4,High Calorie Intake
50,17.6,2675.0,68.0,423.8,111.2,21.8,High Calorie Intake
39,30.3,2036.0,95.7,193.4,42.3,32.7,Balanced
38,16.3,2952.0,86.7,385.0,104.9,9.4,High Calorie Intake
23,34.0,2143.0,97.1,262.3,74.5,28.9,Balanced
23,30.6,1887.0,90.0,247.5,61.4,37.6,Balanced
21,31.0,2305.0,69.1,262.6,65.5,35.1,Balanced
47,17.1,2160.0,108.9,208.1,64.5,20.4,Balanced
28,30.8,2021.0,71.4,231.5,89.2,33.5,Balanced
47,30.5,2255.0,71.4,232.7,75.4,26.8,Balanced
48,25.0,1415.0,51.5,221.2,38.2,10.9,Low Nutrition Intake
41,29.8,1807.0,81.5,346.7,49.5,31.6,Balanced
26,15.6,1288.0,39.3,222.0,36.9,15.0,Low Nutrition Intake
20,24.7,2210.0,68.6,295.8,64.1,16.7,Balanced
48,37.8,1918.0,34.4,262.1,83.3,18.7,Balanced
57,33.2,3149.0,78.9,342.4,135.7,14.6,High Calorie Intake
54,22.9,3633.0,45.8,366.5,102.0,15.8,High Calorie Intake
53,28.9,3194.0,126.4,402.8,105.5,10.5,High Calorie Intake
41,26.9,1659.0,94.4,238.1,101.5,30.2,Balanced
48,21.9,3066.0,78.3,400.2,91.1,7.2,High Calorie Intake
23,23.0,2007.0,77.7,234.1,47.0,20.5,Balanced
19,41.2,1699.0,54.0,196.0,47.0,9.5,Low Nutrition Intake
37,17.1,1259.0,48.7,154.8,41.3,8.9,Low Nutrition Intake
45,27.2,1054.0,53.8,225.9,32.4,7.9,Low Nutrition Intake
28,26.7,1576.0,103.8,264.5,56.5,22.8,Balanced
21,43.0,1653.0,86.7,340.0,54.0,39.3,Balanced
32,24.1,2910.0,98.7,395.4,111.1,25.2,High Calorie Intake
23,28.8,1638.0,49.5,122.1,21.9,15.8,Low Nutrition Intake
47,22.3,1802.0,46.5,169.3,17.9,10.9,Low Nutrition Intake
55,31.5,2995.0,58.3,331.8,104.0,23.2,High Calorie Intake
19,29.5,1614.0,48.4,196.6,46.6,13.6,Low Nutrition Intake
32,29.0,2043.0,88.3,251.0,48.4,33.7,Balanced
28,31.9,1664.0,99.3,280.3,51.4,25.1,Balanced
25,18.5,2038.0,89.3,291.5,71.5,29.5,Balanced
43,34.7,1422.0,66.1,232.8,34.3,17.2,Low Nutrition Intake
62,20.3,1624.0,41.9,178.2,54.6,13.9,Low Nutrition Intake
61,25.0,1512.0,61.8,278.7,33.7,13.1,Low Nutrition Intake
22,19.1,2169.0,79.4,275.1,58.1,17.4,Balanced
23,24.6,2606.0,86.6,243.3,71.1,36.0,Balanced
43,29.1,1261.0,47.5,141.4,38.6,16.5,Low Nutrition Intake
21,35.0,1860.0,75.4,292.0,73.2,18.1,Balanced
36,18.3,3077.0,80.9,385.4,126.8,13.1,High Calorie Intake
37,34.0,1549.0,31.0,134.0,49.4,14.1,Low Nutrition Intake
50,21.2,2030.0,63.1,293.1,43.9,31.0,Balanced
37,16.0,2267.0,57.6,265.0,102.2,32.1,Balanced
29,33.7,1251.0,53.6,140.4,23.5,13.7,Low Nutrition Intake
64,24.8,2293.0,89.4,293.0,71.9,15.3,Balanced
18,29.6,2134.0,91.6,277.7,67.5,27.0,Balanced
43,28.3,3056.0,40.6,437.7,102.8,19.5,High Calorie Intake
31,19.8,2166.0,98.6,322.2,155.8,26.6,High Calorie Intake
55,15.7,1806.0,89.4,219.3,56.0,21.3,Balanced
54,23.0,3102.0,77.2,319.9,113.8,15.0,High Calorie Intake
28,44.2,1677.0,71.9,326.4,59.4,14.0,Balanced
53,23.4,2362.0,65.0,268.6,62.6,35.6,Balanced
30,25.8,2105.0,62.0,241.2,47.8,23.7,Balanced
60,31.7,1875.0,60.0,261.4,45.8,14.6,Low Nutrition Intake
20,15.9,2611.0,76.3,373.5,120.6,10.4,High Calorie Intake
50,23.1,2164.0,56.0,273.5,74.5,15.3,Balanced
23,30.0,1802.0,59.9,252.9,45.4,33.3,Balanced
27,15.8,3098.0,81.6,300.5,130.9,19.2,High Calorie Intake
22,18.5,1286.0,26.5,187.3,34.4,12.3,Low Nutrition Intake
40,19.8,1967.0,88.1,156.0,85.0,31.0,Balanced
27,29.5,1501.0,43.3,227.9,39.5,12.9,Low Nutrition Intake
61,38.8,3337.0,105.5,331.4,113.5,10.6,High Calorie Intake
19,14.0,3121.0,59.5,440.6,103.0,16.2,High Calorie Intake
30,30.1,2574.0,67.7,287.4,56.1,32.2,Balanced
57,20.5,2615.0,74.3,172.2,55.4,39.6,Balanced
19,36.9,1996.0,102.8,235.7,56.2,29.7,Balanced
37,18.4,3174.0,85.6,380.2,125.7,20.8,High Calorie Intake
18,22.7,2449.0,69.3,301.3,57.7,24.1,Balanced
54,25.3,2104.0,64.0,190.6,82.1,20.8,Balanced
26,34.3,2858.0,60.3,367.2,94.9,22.4,High Calorie Intake
34,29.3,1308.0,65.6,229.9,34.3,15.3,Low Nutrition Intake
26,26.4,1575.0,55.1,222.9,42.2,10.2,Low Nutrition Intake
28,20.0,2317.0,74.7,148.4,70.5,20.6,Balanced
32,19.7,2794.0,72.1,302.3,107.8,14.4,High Calorie Intake
41,22.0,1922.0,78.6,192.4,66.1,27.8,Balanced
55,22.2,1523.0,54.5,230.8,39.0,18.4,Low Nutrition Intake
52,18.0,2128.0,68.2,244.3,68.7,31.5,Balanced
47,18.4,2150.0,68.6,317.8,44.9,21.0,Balanced
48,24.2,1664.0,66.2,206.8,43.0,12.8,Low Nutrition Intake
22,40.2,2292.0,79.8,229.8,60.7,19.8,Balanced
61,25.0,2955.0,74.6,461.7,93.1,15.1,High Calorie Intake
31,17.5,2477.0,103.3,279.0,61.5,22.2,Balanced
28,14.7,1671.0,65.0,264.1,62.5,28.7,Balanced
26,31.8,2099.0,67.8,273.7,100.1,23.1,Balanced
51,19.2,1483.0,55.2,170.0,55.3,7.7,Low Nutrition Intake
29,16.3,2811.0,67.0,387.6,65.6,22.8,High Calorie Intake
52,32.8,2258.0,93.7,324.5,54.6,10.0,Balanced
52,27.9,2448.0,74.0,214.7,73.1,39.8,Balanced
18,23.4,2122.0,91.3,220.5,41.4,30.5,Balanced
57,17.4,2292.0,71.5,328.2,40.3,17.6,Balanced
39,19.9,2009.0,73.0,318.6,65.7,23.8,Balanced
46,42.0,1145.0,58.0,150.2,24.7,12.4,Low Nutrition Intake
25,24.9,3005.0,60.5,415.4,99.3,21.3,High Calorie Intake
28,26.7,3122.0,100.7,357.9,121.9,7.1,High Calorie Intake
58,26.2,2902.0,89.1,248.1,61.4,23.5,Balanced
54,32.5,3576.0,86.4,357.8,80.2,22.0,High Calorie Intake
31,22.0,1651.0,53.5,187.1,36.4,20.7,Low Nutrition Intake
47,18.2,2612.0,87.0,298.8,68.3,16.8,Balanced
52,25.1,1895.0,94.0,310.9,79.8,27.1,Balanced
38,32.9,2434.0,77.2,284.9,62.1,18.7,Balanced
54,33.8,2375.0,95.9,359.0,68.7,18.7,Balanced
22,17.7,2065.0,76.1,265.9,71.6,27.2,Balanced
36,20.7,1636.0,47.4,112.1,42.7,14.3,Low Nutrition Intake
31,34.1,2293.0,72.9,268.9,72.8,24.0,Balanced
43,28.3,1612.0,45.8,195.5,15.0,9.4,Low Nutrition Intake
21,28.6,2562.0,75.5,443.6,102.6,20.2,High Calorie Intake
42,18.6,1606.0,46.7,210.1,43.0,13.4,Low Nutrition Intake
62,24.6,1544.0,62.4,206.5,42.6,10.5,Low Nutrition Intake
59,35.6,2518.0,58.3,191.8,70.2,19.7,Balanced
42,30.2,2433.0,54.4,298.5,76.5,25.7,Balanced
35,30.7,2236.0,44.4,392.0,100.3,19.6,High Calorie Intake
57,18.0,2132.0,75.8,162.9,76.5,21.1,Balanced
25,24.9,2046.0,63.0,198.4,85.6,29.8,Balanced
56,16.7,3226.0,68.5,293.1,147.0,18.1,High Calorie Intake
57,30.4,2186.0,73.0,178.2,81.0,18.7,Balanced
31,37.2,1581.0,54.3,201.7,45.6,19.4,Low Nutrition Intake
49,20.8,1944.0,80.3,251.0,39.2,26.7,Balanced
55,38.1,3375.0,94.0,472.9,69.5,24.1,High Calorie Intake
50,19.0,2198.0,100.4,244.2,57.6,17.7,Balanced
40,26.5,1636.0,51.2,150.9,15.0,15.7,Low Nutrition Intake
32,34.0,1577.0,33.2,148.4,47.9,21.4,Low Nutrition Intake
50,20.6,1331.0,34.4,200.5,47.6,12.5,Low Nutrition Intake
42,16.9,2677.0,90.6,244.7,42.7,32.9,Balanced
34,21.6,2460.0,73.8,274.0,62.9,28.1,Balanced
50,17.1,1204.0,31.0,218.4,51.3,12.0,Low Nutrition Intake
64,39.8,2695.0,90.4,344.2,106.1,15.6,High Calorie Intake
19,30.7,2451.0,75.1,384.7,112.2,16.8,High Calorie Intake
31,31.0,2705.0,94.3,261.6,66.8,35.6,Balanced
57,18.7,3243.0,52.3,427.4,129.9,24.1,High Calorie Intake
57,28.4,1354.0,39.3,157.0,43.7,16.9,Low Nutrition Intake
56,24.9,2017.0,76.0,177.9,86.1,15.6,Balanced
23,16.8,2247.0,81.3,261.8,66.0,18.9,Balanced
23,30.2,2838.0,87.5,443.3,96.6,8.2,High Calorie Intake
20,33.6,2685.0,101.6,344.0,103.1,23.1,High Calorie Intake
24,31.6,1324.0,43.0,217.8,60.5,11.4,Low Nutrition Intake
25,17.4,3423.0,67.5,335.7,110.0,10.2,High Calorie Intake
59,24.4,1563.0,82.8,228.7,38.7,18.2,Low Nutrition Intake
32,18.6,2633.0,59.8,376.1,106.8,9.5,High Calorie Intake
64,20.2,2846.0,69.7,457.1,79.1,9.1,High Calorie Intake
46,30.5,1492.0,58.8,209.3,43.6,12.8,Low Nutrition Intake
50,26.0,3180.0,85.2,367.1,86.0,11.3,High Calorie Intake
47,15.2,1661.0,26.5,248.7,34.5,15.2,Low Nutrition Intake
56,21.8,2332.0,68.4,241.6,66.8,19.9,Balanced
44,20.9,1872.0,64.3,308.4,70.6,20.2,Balanced
53,19.4,2377.0,67.7,182.0,74.8,34.9,Balanced
46,26.6,3140.0,41.8,378.8,99.5,17.9,High Calorie Intake
55,16.0,1930.0,73.3,203.2,68.1,16.7,Balanced
50,26.9,2264.0,67.5,134.3,76.1,28.0,Balanced
54,26.9,3410.0,38.6,347.3,107.6,18.9,High Calorie Intake
44,34.4,2453.0,78.9,351.4,67.9,12.2,High Calorie Intake
50,28.4,1573.0,23.2,212.3,43.4,13.0,Low Nutrition Intake
21,17.4,2394.0,47.1,360.1,82.5,14.3,High Calorie Intake
39,33.1,1667.0,41.7,179.5,36.4,18.1,Low Nutrition Intake
19,40.9,3390.0,78.8,386.8,109.6,23.1,High Calorie Intake
27,31.1,1564.0,63.3,175.3,24.0,11.3,Low Nutrition Intake
22,31.7,1315.0,64.3,215.8,32.4,17.2,Low Nutrition Intake
27,34.0,2116.0,100.9,246.7,43.5,23.9,Balanced
50,25.6,2063.0,59.2,283.4,84.9,18.3,Balanced
55,18.2,2403.0,69.5,259.0,63.2,24.9,Balanced
30,24.7,1564.0,32.7,235.3,46.0,17.3,Low Nutrition Intake
48,34.6,1947.0,62.4,307.3,48.8,25.9,Balanced
64,26.7,3296.0,70.0,438.5,99.6,9.6,High Calorie Intake
53,26.4,2247.0,80.8,367.5,51.8,23.5,Balanced
62,21.0,1275.0,43.3,183.6,29.5,15.9,Low Nutrition Intake
41,29.0,2094.0,96.8,234.1,91.1,26.7,Balanced
32,37.6,1755.0,46.4,162.7,36.8,8.5,Low Nutrition Intake
46,24.3,2912.0,74.8,382.3,131.6,15.3,High Calorie Intake
25,24.3,2306.0,128.7,345.5,124.4,8.5,High Calorie Intake
22,18.5,2214.0,66.9,147.1,61.0,24.7,Balanced
46,23.0,2093.0,81.4,249.2,66.0,26.0,Balanced
64,35.1,2938.0,69.3,335.3,116.9,14.6,High Calorie Intake
21,35.0,2055.0,85.2,268.5,55.2,32.5,Balanced
29,34.7,2546.0,55.5,413.4,140.0,13.1,High Calorie Intake
62,25.8,2257.0,61.3,222.8,80.9,27.2,Balanced
19,35.1,3345.0,89.4,275.5,81.1,17.4,High Calorie Intake
44,23.7,1709.0,63.2,317.1,57.4,29.3,Balanced
48,28.9,2143.0,68.5,193.4,68.3,33.7,Balanced
53,21.9,2728.0,73.1,304.0,91.6,17.7,High Calorie Intake
53,19.8,2343.0,85.8,178.7,58.6,19.2,Balanced
43,23.9,2070.0,76.4,302.7,69.1,33.5,Balanced
60,32.8,1282.0,28.0,240.9,45.2,11.0,Low Nutrition Intake
44,17.5,2264.0,89.7,264.8,54.8,22.4,Balanced
22,30.7,2226.0,80.8,308.5,61.1,19.2,Balanced
37,19.0,2068.0,47.1,219.2,46.3,14.7,Low Nutrition Intake
28,29.9,1395.0,15.0,152.8,43.9,4.0,Low Nutrition Intake
27,16.7,2169.0,87.3,293.3,73.4,30.8,Balanced
57,18.7,3496.0,89.5,389.8,102.3,16.6,High Calorie Intake
55,27.5,2078.0,93.6,282.9,59.7,32.9,Balanced
23,16.2,1380.0,33.7,189.6,30.1,17.7,Low Nutrition Intake
25,24.7,1930.0,76.4,297.6,55.0,27.5,Balanced
40,40.6,1216.0,47.9,209.9,39.5,14.1,Low Nutrition Intake
64,19.0,2265.0,74.1,295.6,84.2,19.4,Balanced
43,34.0,1874.0,41.4,259.8,36.5,16.8,Low Nutrition Intake
63,30.5,1618.0,40.4,192.5,57.3,12.7,Low Nutrition Intake
60,37.0,1350.0,31.2,244.9,34.2,18.8,Low Nutrition Intake
29,18.0,1994.0,94.4,292.3,61.8,20.6,Balanced
43,21.1,1293.0,37.0,227.3,41.9,9.5,Low Nutrition Intake
30,18.7,2084.0,76.2,174.4,62.2,29.3,Balanced
57,18.8,2114.0,81.6,279.4,60.2,29.4,Balanced
35,15.9,2529.0,56.7,246.2,97.6,26.0,Balanced
42,33.0,2141.0,74.4,311.0,51.9,30.6,Balanced
50,35.0,2856.0,60.0,368.4,104.1,13.5,High Calorie Intake
64,27.4,1717.0,36.1,194.9,46.4,14.5,Low Nutrition Intake
57,25.5,2351.0,71.9,284.9,74.1,30.8,Balanced
60,20.8,997.0,51.1,221.5,35.1,11.8,Low Nutrition Intake
29,18.8,1282.0,32.6,213.3,67.4,11.8,Low Nutrition Intake
61,22.4,2029.0,78.2,195.9,55.3,24.7,Balanced
53,20.9,1918.0,94.8,208.2,77.6,33.8,Balanced
21,31.5,3080.0,69.8,392.3,96.2,5.8,High Calorie Intake
22,32.9,1895.0,77.8,222.4,59.2,27.9,Balanced
54,20.7,2999.0,88.9,394.7,112.1,12.4,High Calorie Intake
25,23.0,1131.0,40.0,164.5,38.0,9.7,Low Nutrition Intake
59,33.8,1652.0,36.2,177.3,39.8,18.5,Low Nutrition Intake
45,28.8,1872.0,66.9,145.1,35.5,11.7,Low Nutrition Intake
48,19.5,1539.0,48.7,169.6,32.1,10.0,Low Nutrition Intake
26,40.8,1460.0,59.8,294.7,85.5,33.1,Balanced
46,33.6,2386.0,63.8,212.8,39.6,21.5,Balanced
31,26.7,1471.0,32.9,205.1,47.8,12.1,Low Nutrition Intake
57,20.4,2494.0,94.1,381.8,143.8,16.5,High Calorie Intake
58,24.2,3005.0,56.6,358.8,73.8,9.3,High Calorie Intake
39,28.6,1628.0,41.6,175.2,31.1,12.5,Low Nutrition Intake
28,41.8,1722.0,46.7,148.7,52.4,20.9,Low Nutrition Intake
40,22.1,1569.0,55.7,232.7,20.1,21.5,Low Nutrition Intake
18,26.4,1714.0,50.9,185.6,24.0,12.7,Low Nutrition Intake
63,30.4,1558.0,31.7,187.6,25.8,12.5,Low Nutrition Intake
54,29.4,1798.0,57.6,273.6,56.9,22.1,Balanced
38,16.3,1298.0,77.7,211.3,48.6,10.9,Low Nutrition Intake
43,37.7,2281.0,74.8,228.7,92.0,28.4,Balanced
63,33.1,3128.0,56.5,316.5,103.8,13.1,High Calorie Intake
53,29.3,2309.0,87.5,262.6,76.6,26.2,Balanced
40,34.2,2654.0,68.8,386.8,123.6,17.1,High Calorie Intake
18,27.4,1313.0,56.6,203.3,58.5,14.3,Low Nutrition Intake
57,30.6,1880.0,94.5,236.9,69.1,26.1,Balanced
32,28.4,2162.0,75.6,193.9,51.0,31.7,Balanced
38,23.8,1553.0,67.9,153.7,39.6,18.7,Low Nutrition Intake
64,36.7,1314.0,39.2,179.7,34.7,16.1,Low Nutrition Intake
26,16.1,1687.0,101.0,221.6,35.4,24.9,Balanced
26,35.8,2052.0,75.5,272.5,74.0,35.1,Balanced
27,20.0,1971.0,88.8,288.4,28.0,20.0,Balanced
43,18.8,1815.0,84.3,273.5,70.0,23.2,Balanced
58,20.4,2097.0,77.6,244.0,75.9,18.6,Balanced
52,13.0,1262.0,46.5,177.1,26.7,16.1,Low Nutrition Intake
42,38.7,2001.0,66.2,253.0,52.5,24.8,Balanced
43,28.5,1364.0,38.8,172.3,51.9,15.5,Low Nutrition Intake
28,21.4,1040.0,55.6,208.1,45.5,17.6,Low Nutrition Intake
55,18.4,2955.0,81.9,356.8,122.0,17.1,High Calorie Intake
19,14.2,1792.0,92.5,254.8,61.2,22.3,Balanced
24,20.0,2824.0,75.7,330.6,73.6,10.7,High Calorie Intake
35,19.8,2249.0,75.7,304.5,64.1,30.1,Balanced
44,38.3,1970.0,71.9,260.4,62.9,23.6,Balanced
51,18.5,1241.0,26.0,212.1,46.2,11.5,Low Nutrition Intake
44,18.5,1541.0,43.0,228.7,24.3,13.5,Low Nutrition Intake
34,20.0,1400.0,46.9,243.8,38.5,17.0,Low Nutrition Intake
60,18.8,2900.0,89.1,417.6,98.3,14.0,High Calorie Intake
61,30.5,2277.0,68.8,267.6,60.0,27.2,Balanced
41,27.3,2108.0,68.3,304.2,68.4,24.7,Balanced
42,21.0,2259.0,54.6,343.6,65.3,13.2,Balanced
24,13.6,3357.0,60.0,432.2,107.4,8.1,High Calorie Intake
