Food_ID,Food_Name,Food_Category,Cuisine,Vegetarian,Serving_Size,Calories,Protein,Carbohydrates,Fat,Fiber,Sugar,Meal_Type,Preparation_Type,User_Preference
1335,Mixed Vegetable Sabzi (Herb Infused),Vegetables,Indian,1,1 bowl (180g),128,3.7,16.5,5.2,5.3,3.6,Lunch,Cooked,Balanced
1336,Mixed Vegetable Sabzi (Traditional),Vegetables,Indian,1,1 bowl (180g),128,3.5,16.7,5.3,4.8,3.7,Lunch,Cooked,Balanced
1337,Cauliflower Sabzi,Vegetables,Indian,1,1 cup (150g),86,3.0,10.3,3.7,3.4,2.5,Lunch,Cooked,Weight Loss
1338,Cauliflower Sabzi (Light Spiced),Vegetables,Indian,1,1 cup (150g),92,3.1,10.7,4.1,3.6,2.5,Lunch,Cooked,Weight Loss
1339,Cauliflower Sabzi (Homestyle),Vegetables,Indian,1,1 cup (150g),85,3.1,10.3,3.5,3.7,2.4,Lunch,Cooked,Weight Loss
1340,Cauliflower Sabzi (Low Sodium),Vegetables,Indian,1,1 cup (150g),86,3.0,10.3,3.7,3.5,2.4,Lunch,Cooked,Weight Loss
1341,Cauliflower Sabzi (Extra Portion),Vegetables,Indian,1,1 cup (150g),112,3.8,13.4,4.8,4.5,3.2,Lunch,Cooked,Weight Loss
1342,Cauliflower Sabzi (Half Portion),Vegetables,Indian,1,1 cup (150g),48,1.6,5.7,2.1,1.9,1.4,Lunch,Cooked,Weight Loss
1343,Cauliflower Sabzi (With Olive Oil),Vegetables,Indian,1,1 cup (150g),98,3.0,10.2,5.0,3.6,2.4,Lunch,Cooked,Weight Loss
1344,Cauliflower Sabzi (Steamed),Vegetables,Indian,1,1 cup (150g),80,3.1,9.8,3.2,3.8,2.3,Lunch,Cooked,Weight Loss
1345,Cauliflower Sabzi (Nutrient Dense),Vegetables,Indian,1,1 cup (150g),94,3.5,10.9,4.1,4.2,2.5,Lunch,Cooked,Weight Loss
1346,Cauliflower Sabzi (Mild Flavor),Vegetables,Indian,1,1 cup (150g),88,3.0,10.7,3.7,3.6,2.5,Lunch,Cooked,Weight Loss
1347,Cauliflower Sabzi (Herb Infused),Vegetables,Indian,1,1 cup (150g),92,3.2,10.9,4.0,3.9,2.6,Lunch,Cooked,Weight Loss
1348,Cauliflower Sabzi (Traditional),Vegetables,Indian,1,1 cup (150g),89,2.9,10.6,3.9,3.4,2.5,Lunch,Cooked,Weight Loss
1349,Fresh Cucumber Salad,Vegetables,Global,1,1 bowl (150g),26,1.0,5.0,0.2,1.5,2.2,Snack,Raw,Weight Loss
1350,Fresh Cucumber Salad (Light Spiced),Vegetables,Global,1,1 bowl (150g),26,1.0,5.0,0.2,1.5,2.2,Snack,Raw,Weight Loss
1351,Fresh Cucumber Salad (Homestyle),Vegetables,Global,1,1 bowl (150g),26,1.0,5.0,0.2,1.6,2.2,Snack,Raw,Weight Loss
1352,Fresh Cucumber Salad (Low Sodium),Vegetables,Global,1,1 bowl (150g),26,1.0,5.0,0.2,1.5,2.2,Snack,Raw,Weight Loss
1353,Fresh Cucumber Salad (Extra Portion),Vegetables,Global,1,1 bowl (150g),34,1.3,6.4,0.3,1.9,2.8,Snack,Raw,Weight Loss
1354,Fresh Cucumber Salad (Half Portion),Vegetables,Global,1,1 bowl (150g),14,0.5,2.7,0.1,0.8,1.2,Snack,Raw,Weight Loss
1355,Fresh Cucumber Salad (With Olive Oil),Vegetables,Global,1,1 bowl (150g),27,1.0,5.1,0.3,1.6,2.3,Snack,Raw,Weight Loss
1356,Fresh Cucumber Salad (Steamed),Vegetables,Global,1,1 bowl (150g),25,1.0,4.7,0.2,1.6,2.0,Snack,Raw,Weight Loss
1357,Fresh Cucumber Salad (Nutrient Dense),Vegetables,Global,1,1 bowl (150g),28,1.2,5.4,0.2,1.8,2.3,Snack,Raw,Weight Loss
1358,Fresh Cucumber Salad (Mild Flavor),Vegetables,Global,1,1 bowl (150g),25,1.0,4.9,0.2,1.5,2.1,Snack,Raw,Weight Loss
1359,Fresh Cucumber Salad (Herb Infused),Vegetables,Global,1,1 bowl (150g),25,1.0,4.9,0.2,1.6,2.2,Snack,Raw,Weight Loss
1360,Fresh Cucumber Salad (Traditional),Vegetables,Global,1,1 bowl (150g),26,1.0,5.1,0.2,1.4,2.3,Snack,Raw,Weight Loss
1361,Carrot and Beetroot Salad,Vegetables,Indian,1,1 bowl (150g),68,1.8,14.2,0.4,4.3,8.1,Lunch,Raw,Balanced
1362,Carrot and Beetroot Salad (Light Spiced),Vegetables,Indian,1,1 bowl (150g),66,1.8,13.8,0.4,4.2,7.9,Lunch,Raw,Balanced
1363,Carrot and Beetroot Salad (Homestyle),Vegetables,Indian,1,1 bowl (150g),66,1.8,13.8,0.4,4.4,7.6,Lunch,Raw,Balanced
1364,Carrot and Beetroot Salad (Low Sodium),Vegetables,Indian,1,1 bowl (150g),66,1.8,13.9,0.4,4.2,7.8,Lunch,Raw,Balanced
1365,Carrot and Beetroot Salad (Extra Portion),Vegetables,Indian,1,1 bowl (150g),83,2.2,17.4,0.5,5.2,9.9,Lunch,Raw,Balanced
1366,Carrot and Beetroot Salad (Half Portion),Vegetables,Indian,1,1 bowl (150g),37,1.0,7.7,0.2,2.3,4.4,Lunch,Raw,Balanced
1367,Carrot and Beetroot Salad (With Olive Oil),Vegetables,Indian,1,1 bowl (150g),67,1.8,13.8,0.5,4.3,7.9,Lunch,Raw,Balanced
1368,Carrot and Beetroot Salad (Steamed),Vegetables,Indian,1,1 bowl (150g),64,1.9,13.5,0.3,4.7,7.5,Lunch,Raw,Balanced
1369,Carrot and Beetroot Salad (Nutrient Dense),Vegetables,Indian,1,1 bowl (150g),69,2.1,14.3,0.4,4.9,7.9,Lunch,Raw,Balanced
1370,Carrot and Beetroot Salad (Mild Flavor),Vegetables,Indian,1,1 bowl (150g),68,1.8,14.4,0.4,4.3,8.0,Lunch,Raw,Balanced
1371,Carrot and Beetroot Salad (Herb Infused),Vegetables,Indian,1,1 bowl (150g),68,1.9,14.2,0.4,4.5,8.1,Lunch,Raw,Balanced
1372,Carrot and Beetroot Salad (Traditional),Vegetables,Indian,1,1 bowl (150g),69,1.8,14.5,0.4,4.1,8.3,Lunch,Raw,Balanced
1373,Bhindi Masala (Okra),Vegetables,Indian,1,1 cup (150g),110,2.8,12.2,5.6,4.1,2.2,Dinner,Cooked,Diabetes-Friendly
1374,Bhindi Masala (Okra) (Light Spiced),Vegetables,Indian,1,1 cup (150g),112,2.8,12.1,5.8,4.1,2.2,Dinner,Cooked,Diabetes-Friendly
1375,Bhindi Masala (Okra) (Homestyle),Vegetables,Indian,1,1 cup (150g),103,2.8,11.7,5.0,4.2,2.1,Dinner,Cooked,Diabetes-Friendly
1376,Bhindi Masala (Okra) (Low Sodium),Vegetables,Indian,1,1 cup (150g),105,2.7,11.6,5.3,3.9,2.1,Dinner,Cooked,Diabetes-Friendly
1377,Bhindi Masala (Okra) (Extra Portion),Vegetables,Indian,1,1 cup (150g),136,3.5,15.1,6.9,5.0,2.8,Dinner,Cooked,Diabetes-Friendly
1378,Bhindi Masala (Okra) (Half Portion),Vegetables,Indian,1,1 cup (150g),59,1.5,6.5,3.0,2.2,1.2,Dinner,Cooked,Diabetes-Friendly
1379,Bhindi Masala (Okra) (With Olive Oil),Vegetables,Indian,1,1 cup (150g),124,2.8,11.9,7.3,4.2,2.2,Dinner,Cooked,Diabetes-Friendly
1380,Bhindi Masala (Okra) (Steamed),Vegetables,Indian,1,1 cup (150g),102,3.0,11.6,4.8,4.5,2.1,Dinner,Cooked,Diabetes-Friendly
1381,Bhindi Masala (Okra) (Nutrient Dense),Vegetables,Indian,1,1 cup (150g),118,3.3,12.8,6.0,4.9,2.3,Dinner,Cooked,Diabetes-Friendly
1382,Bhindi Masala (Okra) (Mild Flavor),Vegetables,Indian,1,1 cup (150g),105,2.7,11.9,5.2,4.0,2.1,Dinner,Cooked,Diabetes-Friendly
1383,Bhindi Masala (Okra) (Herb Infused),Vegetables,Indian,1,1 cup (150g),109,2.9,12.0,5.5,4.3,2.2,Dinner,Cooked,Diabetes-Friendly
1384,Bhindi Masala (Okra) (Traditional),Vegetables,Indian,1,1 cup (150g),111,2.7,12.2,5.7,3.9,2.3,Dinner,Cooked,Diabetes-Friendly
1385,Roasted Bell Peppers,Vegetables,Mediterranean,1,1 plate (180g),77,2.5,11.9,2.2,3.8,4.5,Dinner,Roasted,Weight Loss
1386,Roasted Bell Peppers (Light Spiced),Vegetables,Mediterranean,1,1 plate (180g),78,2.5,11.9,2.3,3.8,4.4,Dinner,Roasted,Weight Loss
1387,Roasted Bell Peppers (Homestyle),Vegetables,Mediterranean,1,1 plate (180g),74,2.5,11.5,2.0,3.9,4.2,Dinner,Roasted,Weight Loss
1388,Roasted Bell Peppers (Low Sodium),Vegetables,Mediterranean,1,1 plate (180g),76,2.5,11.8,2.1,3.8,4.4,Dinner,Roasted,Weight Loss
1389,Roasted Bell Peppers (Extra Portion),Vegetables,Mediterranean,1,1 plate (180g),100,3.2,15.4,2.8,4.9,5.8,Dinner,Roasted,Weight Loss
1390,Roasted Bell Peppers (Half Portion),Vegetables,Mediterranean,1,1 plate (180g),43,1.4,6.7,1.2,2.1,2.5,Dinner,Roasted,Weight Loss
1391,Roasted Bell Peppers (With Olive Oil),Vegetables,Mediterranean,1,1 plate (180g),87,2.6,12.3,3.0,4.1,4.6,Dinner,Roasted,Weight Loss
1392,Roasted Bell Peppers (Steamed),Vegetables,Mediterranean,1,1 plate (180g),74,2.6,11.5,1.9,4.2,4.2,Dinner,Roasted,Weight Loss
1393,Roasted Bell Peppers (Nutrient Dense),Vegetables,Mediterranean,1,1 plate (180g),82,2.9,12.4,2.3,4.5,4.5,Dinner,Roasted,Weight Loss
1394,Roasted Bell Peppers (Mild Flavor),Vegetables,Mediterranean,1,1 plate (180g),77,2.5,12.0,2.1,3.8,4.4,Dinner,Roasted,Weight Loss
1395,Roasted Bell Peppers (Herb Infused),Vegetables,Mediterranean,1,1 plate (180g),77,2.5,11.8,2.2,4.0,4.4,Dinner,Roasted,Weight Loss
1396,Roasted Bell Peppers (Traditional),Vegetables,Mediterranean,1,1 plate (180g),79,2.4,12.1,2.3,3.6,4.6,Dinner,Roasted,Weight Loss
1397,Grilled Button Mushrooms,Vegetables,Global,1,1 cup (120g),42,3.8,4.5,1.0,2.1,1.8,Dinner,Grilled,Weight Loss
1398,Grilled Button Mushrooms (Light Spiced),Vegetables,Global,1,1 cup (120g),43,3.8,4.5,1.1,2.2,1.8,Dinner,Grilled,Weight Loss
1399,Grilled Button Mushrooms (Homestyle),Vegetables,Global,1,1 cup (120g),42,3.9,4.5,0.9,2.2,1.7,Dinner,Grilled,Weight Loss
1400,Grilled Button Mushrooms (Low Sodium),Vegetables,Global,1,1 cup (120g),42,3.8,4.4,1.0,2.1,1.8,Dinner,Grilled,Weight Loss
1401,Grilled Button Mushrooms (Extra Portion),Vegetables,Global,1,1 cup (120g),52,4.7,5.6,1.2,2.6,2.2,Dinner,Grilled,Weight Loss
1402,Grilled Button Mushrooms (Half Portion),Vegetables,Global,1,1 cup (120g),22,2.1,2.4,0.5,1.1,1.0,Dinner,Grilled,Weight Loss
1403,Grilled Button Mushrooms (With Olive Oil),Vegetables,Global,1,1 cup (120g),45,3.9,4.5,1.3,2.2,1.8,Dinner,Grilled,Weight Loss
1404,Grilled Button Mushrooms (Steamed),Vegetables,Global,1,1 cup (120g),42,4.1,4.4,0.9,2.4,1.7,Dinner,Grilled,Weight Loss
1405,Grilled Button Mushrooms (Nutrient Dense),Vegetables,Global,1,1 cup (120g),47,4.6,4.8,1.1,2.6,1.9,Dinner,Grilled,Weight Loss
1406,Grilled Button Mushrooms (Mild Flavor),Vegetables,Global,1,1 cup (120g),41,3.7,4.4,0.9,2.1,1.7,Dinner,Grilled,Weight Loss
1407,Grilled Button Mushrooms (Herb Infused),Vegetables,Global,1,1 cup (120g),42,3.8,4.4,1.0,2.2,1.8,Dinner,Grilled,Weight Loss
1408,Grilled Button Mushrooms (Traditional),Vegetables,Global,1,1 cup (120g),42,3.7,4.6,1.0,2.0,1.9,Dinner,Grilled,Weight Loss
1409,Boiled Sweet Potato,Vegetables,Global,1,1 medium (130g),114,2.0,26.2,0.1,3.9,5.4,Snack,Boiled,Energy Booster
1410,Boiled Sweet Potato (Light Spiced),Vegetables,Global,1,1 medium (130g),112,2.0,25.7,0.1,3.9,5.3,Snack,Boiled,Energy Booster
1411,Boiled Sweet Potato (Homestyle),Vegetables,Global,1,1 medium (130g),113,2.1,26.0,0.1,4.2,5.2,Snack,Boiled,Energy Booster
1412,Boiled Sweet Potato (Low Sodium),Vegetables,Global,1,1 medium (130g),113,2.0,26.1,0.1,4.0,5.4,Snack,Boiled,Energy Booster
1413,Boiled Sweet Potato (Extra Portion),Vegetables,Global,1,1 medium (130g),142,2.5,32.8,0.1,4.9,6.8,Snack,Boiled,Energy Booster
1414,Boiled Sweet Potato (Half Portion),Vegetables,Global,1,1 medium (130g),62,1.1,14.1,0.1,2.1,2.9,Snack,Boiled,Energy Booster
1415,Boiled Sweet Potato (With Olive Oil),Vegetables,Global,1,1 medium (130g),111,2.0,25.5,0.1,4.0,5.3,Snack,Boiled,Energy Booster
1416,Boiled Sweet Potato (Steamed),Vegetables,Global,1,1 medium (130g),105,2.0,24.0,0.1,4.2,4.8,Snack,Boiled,Energy Booster
1417,Boiled Sweet Potato (Nutrient Dense),Vegetables,Global,1,1 medium (130g),118,2.3,26.9,0.1,4.6,5.4,Snack,Boiled,Energy Booster
1418,Boiled Sweet Potato (Mild Flavor),Vegetables,Global,1,1 medium (130g),113,2.0,26.0,0.1,3.9,5.3,Snack,Boiled,Energy Booster
1419,Boiled Sweet Potato (Herb Infused),Vegetables,Global,1,1 medium (130g),117,2.1,26.8,0.1,4.3,5.6,Snack,Boiled,Energy Booster
1420,Boiled Sweet Potato (Traditional),Vegetables,Global,1,1 medium (130g),112,1.9,25.8,0.1,3.7,5.4,Snack,Boiled,Energy Booster
1421,Karela Sabzi (Bitter Gourd),Vegetables,Indian,1,1 katori (120g),81,2.2,9.0,4.0,3.5,1.5,Lunch,Cooked,Diabetes-Friendly
1422,Karela Sabzi (Bitter Gourd) (Light Spiced),Vegetables,Indian,1,1 katori (120g),83,2.2,9.1,4.2,3.6,1.5,Lunch,Cooked,Diabetes-Friendly
1423,Karela Sabzi (Bitter Gourd) (Homestyle),Vegetables,Indian,1,1 katori (120g),76,2.2,8.7,3.6,3.6,1.4,Lunch,Cooked,Diabetes-Friendly
1424,Karela Sabzi (Bitter Gourd) (Low Sodium),Vegetables,Indian,1,1 katori (120g),81,2.2,9.0,4.0,3.5,1.5,Lunch,Cooked,Diabetes-Friendly
1425,Karela Sabzi (Bitter Gourd) (Extra Portion),Vegetables,Indian,1,1 katori (120g),101,2.7,11.2,5.0,4.4,1.9,Lunch,Cooked,Diabetes-Friendly
1426,Karela Sabzi (Bitter Gourd) (Half Portion),Vegetables,Indian,1,1 katori (120g),44,1.2,4.9,2.2,1.9,0.8,Lunch,Cooked,Diabetes-Friendly
1427,Karela Sabzi (Bitter Gourd) (With Olive Oil),Vegetables,Indian,1,1 katori (120g),95,2.3,9.1,5.5,3.7,1.5,Lunch,Cooked,Diabetes-Friendly
1428,Karela Sabzi (Bitter Gourd) (Steamed),Vegetables,Indian,1,1 katori (120g),72,2.2,8.3,3.3,3.7,1.3,Lunch,Cooked,Diabetes-Friendly
1429,Karela Sabzi (Bitter Gourd) (Nutrient Dense),Vegetables,Indian,1,1 katori (120g),88,2.6,9.6,4.4,4.3,1.6,Lunch,Cooked,Diabetes-Friendly
1430,Karela Sabzi (Bitter Gourd) (Mild Flavor),Vegetables,Indian,1,1 katori (120g),80,2.2,9.1,3.9,3.6,1.5,Lunch,Cooked,Diabetes-Friendly
1431,Karela Sabzi (Bitter Gourd) (Herb Infused),Vegetables,Indian,1,1 katori (120g),80,2.2,8.9,4.0,3.7,1.5,Lunch,Cooked,Diabetes-Friendly
1432,Karela Sabzi (Bitter Gourd) (Traditional),Vegetables,Indian,1,1 katori (120g),82,2.1,9.1,4.1,3.4,1.5,Lunch,Cooked,Diabetes-Friendly
1433,Lauki (Bottle Gourd) Curry,Vegetables,Indian,1,1 cup (180g),68,1.8,8.3,3.1,2.9,2.0,Dinner,Cooked,Weight Loss
1434,Lauki (Bottle Gourd) Curry (Light Spiced),Vegetables,Indian,1,1 cup (180g),74,1.8,8.7,3.5,3.1,2.1,Dinner,Cooked,Weight Loss
1435,Lauki (Bottle Gourd) Curry (Homestyle),Vegetables,Indian,1,1 cup (180g),66,1.8,8.3,2.9,3.2,1.9,Dinner,Cooked,Weight Loss
1436,Lauki (Bottle Gourd) Curry (Low Sodium),Vegetables,Indian,1,1 cup (180g),68,1.8,8.2,3.1,2.9,1.9,Dinner,Cooked,Weight Loss
1437,Lauki (Bottle Gourd) Curry (Extra Portion),Vegetables,Indian,1,1 cup (180g),86,2.2,10.5,3.9,3.7,2.5,Dinner,Cooked,Weight Loss
1438,Lauki (Bottle Gourd) Curry (Half Portion),Vegetables,Indian,1,1 cup (180g),39,1.0,4.8,1.8,1.7,1.1,Dinner,Cooked,Weight Loss
1439,Lauki (Bottle Gourd) Curry (With Olive Oil),Vegetables,Indian,1,1 cup (180g),80,1.8,8.5,4.3,3.1,2.0,Dinner,Cooked,Weight Loss
1440,Lauki (Bottle Gourd) Curry (Steamed),Vegetables,Indian,1,1 cup (180g),66,1.9,8.2,2.8,3.4,1.9,Dinner,Cooked,Weight Loss
1441,Lauki (Bottle Gourd) Curry (Nutrient Dense),Vegetables,Indian,1,1 cup (180g),76,2.1,9.0,3.5,3.6,2.1,Dinner,Cooked,Weight Loss
1442,Lauki (Bottle Gourd) Curry (Mild Flavor),Vegetables,Indian,1,1 cup (180g),70,1.8,8.7,3.1,3.1,2.0,Dinner,Cooked,Weight Loss
1443,Lauki (Bottle Gourd) Curry (Herb Infused),Vegetables,Indian,1,1 cup (180g),72,1.9,8.6,3.3,3.3,2.0,Dinner,Cooked,Weight Loss
1444,Lauki (Bottle Gourd) Curry (Traditional),Vegetables,Indian,1,1 cup (180g),73,1.8,8.9,3.4,3.0,2.1,Dinner,Cooked,Weight Loss
1445,Fresh Apple with Skin,Fruits,Global,1,1 medium (182g),108,0.5,25.7,0.3,4.5,19.3,Snack,Raw,Balanced
1446,Fresh Apple with Skin (Light Spiced),Fruits,Global,1,1 medium (182g),106,0.5,25.3,0.3,4.5,19.0,Snack,Raw,Balanced
1447,Fresh Apple with Skin (Homestyle),Fruits,Global,1,1 medium (182g),104,0.5,24.9,0.3,4.7,18.2,Snack,Raw,Balanced
1448,Fresh Apple with Skin (Low Sodium),Fruits,Global,1,1 medium (182g),104,0.5,24.9,0.3,4.4,18.5,Snack,Raw,Balanced
1449,Fresh Apple with Skin (Extra Portion),Fruits,Global,1,1 medium (182g),134,0.6,32.0,0.4,5.6,24.1,Snack,Raw,Balanced
1450,Fresh Apple with Skin (Half Portion),Fruits,Global,1,1 medium (182g),58,0.3,13.8,0.2,2.4,10.4,Snack,Raw,Balanced
1451,Fresh Apple with Skin (With Olive Oil),Fruits,Global,1,1 medium (182g),108,0.5,25.7,0.4,4.7,19.4,Snack,Raw,Balanced
1452,Fresh Apple with Skin (Steamed),Fruits,Global,1,1 medium (182g),102,0.5,24.2,0.3,4.9,17.6,Snack,Raw,Balanced
1453,Fresh Apple with Skin (Nutrient Dense),Fruits,Global,1,1 medium (182g),110,0.6,26.3,0.3,5.3,19.2,Snack,Raw,Balanced
1454,Fresh Apple with Skin (Mild Flavor),Fruits,Global,1,1 medium (182g),104,0.5,24.7,0.3,4.3,18.3,Snack,Raw,Balanced
1455,Fresh Apple with Skin (Herb Infused),Fruits,Global,1,1 medium (182g),105,0.5,25.0,0.3,4.7,18.8,Snack,Raw,Balanced
1456,Fresh Apple with Skin (Traditional),Fruits,Global,1,1 medium (182g),108,0.5,25.8,0.3,4.3,19.6,Snack,Raw,Balanced
1457,Ripe Banana,Fruits,Global,1,1 medium (118g),118,1.3,27.4,0.4,3.1,14.6,Breakfast,Raw,Energy Booster
1458,Ripe Banana (Light Spiced),Fruits,Global,1,1 medium (118g),117,1.3,27.0,0.4,3.2,14.4,Breakfast,Raw,Energy Booster
1459,Ripe Banana (Homestyle),Fruits,Global,1,1 medium (118g),116,1.3,26.7,0.4,3.3,13.8,Breakfast,Raw,Energy Booster
1460,Ripe Banana (Low Sodium),Fruits,Global,1,1 medium (118g),114,1.3,26.4,0.4,3.1,13.9,Breakfast,Raw,Energy Booster
1461,Ripe Banana (Extra Portion),Fruits,Global,1,1 medium (118g),142,1.6,32.9,0.5,3.8,17.5,Breakfast,Raw,Energy Booster
1462,Ripe Banana (Half Portion),Fruits,Global,1,1 medium (118g),63,0.7,14.7,0.2,1.7,7.8,Breakfast,Raw,Energy Booster
1463,Ripe Banana (With Olive Oil),Fruits,Global,1,1 medium (118g),116,1.3,26.6,0.5,3.2,14.2,Breakfast,Raw,Energy Booster
1464,Ripe Banana (Steamed),Fruits,Global,1,1 medium (118g),110,1.4,25.4,0.3,3.4,13.1,Breakfast,Raw,Energy Booster
1465,Ripe Banana (Nutrient Dense),Fruits,Global,1,1 medium (118g),123,1.5,28.4,0.4,3.7,14.7,Breakfast,Raw,Energy Booster
1466,Ripe Banana (Mild Flavor),Fruits,Global,1,1 medium (118g),114,1.3,26.4,0.4,3.0,13.8,Breakfast,Raw,Energy Booster
1467,Ripe Banana (Herb Infused),Fruits,Global,1,1 medium (118g),116,1.3,26.8,0.4,3.3,14.3,Breakfast,Raw,Energy Booster
1468,Ripe Banana (Traditional),Fruits,Global,1,1 medium (118g),120,1.3,27.9,0.4,3.0,15.0,Breakfast,Raw,Energy Booster
1469,Fresh Orange,Fruits,Global,1,1 medium (131g),69,1.2,15.6,0.2,3.1,12.4,Snack,Raw,Balanced
1470,Fresh Orange (Light Spiced),Fruits,Global,1,1 medium (131g),67,1.2,15.0,0.2,3.1,11.9,Snack,Raw,Balanced
1471,Fresh Orange (Homestyle),Fruits,Global,1,1 medium (131g),67,1.2,15.0,0.2,3.2,11.5,Snack,Raw,Balanced
1472,Fresh Orange (Low Sodium),Fruits,Global,1,1 medium (131g),68,1.2,15.3,0.2,3.1,12.0,Snack,Raw,Balanced
1473,Fresh Orange (Extra Portion),Fruits,Global,1,1 medium (131g),85,1.5,19.2,0.2,3.9,15.2,Snack,Raw,Balanced
1474,Fresh Orange (Half Portion),Fruits,Global,1,1 medium (131g),36,0.6,8.3,0.1,1.7,6.6,Snack,Raw,Balanced
1475,Fresh Orange (With Olive Oil),Fruits,Global,1,1 medium (131g),69,1.2,15.3,0.3,3.2,12.1,Snack,Raw,Balanced
1476,Fresh Orange (Steamed),Fruits,Global,1,1 medium (131g),67,1.3,15.0,0.2,3.5,11.5,Snack,Raw,Balanced
1477,Fresh Orange (Nutrient Dense),Fruits,Global,1,1 medium (131g),73,1.4,16.3,0.2,3.7,12.5,Snack,Raw,Balanced
1478,Fresh Orange (Mild Flavor),Fruits,Global,1,1 medium (131g),69,1.2,15.6,0.2,3.1,12.1,Snack,Raw,Balanced
1479,Fresh Orange (Herb Infused),Fruits,Global,1,1 medium (131g),71,1.3,15.9,0.2,3.4,12.6,Snack,Raw,Balanced
1480,Fresh Orange (Traditional),Fruits,Global,1,1 medium (131g),71,1.2,16.0,0.2,3.1,12.8,Snack,Raw,Balanced
1481,Fresh Papaya Cubes,Fruits,Tropical,1,1 cup (145g),69,0.7,15.6,0.4,2.5,11.2,Breakfast,Raw,Weight Loss
1482,Fresh Papaya Cubes (Light Spiced),Fruits,Tropical,1,1 cup (145g),67,0.7,15.2,0.4,2.5,11.0,Breakfast,Raw,Weight Loss
1483,Fresh Papaya Cubes (Homestyle),Fruits,Tropical,1,1 cup (145g),67,0.7,15.2,0.4,2.6,10.6,Breakfast,Raw,Weight Loss
1484,Fresh Papaya Cubes (Low Sodium),Fruits,Tropical,1,1 cup (145g),70,0.7,15.8,0.4,2.5,11.2,Breakfast,Raw,Weight Loss
1485,Fresh Papaya Cubes (Extra Portion),Fruits,Tropical,1,1 cup (145g),88,0.9,20.0,0.5,3.2,14.4,Breakfast,Raw,Weight Loss
1486,Fresh Papaya Cubes (Half Portion),Fruits,Tropical,1,1 cup (145g),39,0.4,8.9,0.2,1.4,6.4,Breakfast,Raw,Weight Loss
1487,Fresh Papaya Cubes (With Olive Oil),Fruits,Tropical,1,1 cup (145g),70,0.7,15.6,0.5,2.6,11.2,Breakfast,Raw,Weight Loss
1488,Fresh Papaya Cubes (Steamed),Fruits,Tropical,1,1 cup (145g),66,0.7,15.1,0.3,2.8,10.6,Breakfast,Raw,Weight Loss
1489,Fresh Papaya Cubes (Nutrient Dense),Fruits,Tropical,1,1 cup (145g),73,0.8,16.5,0.4,3.0,11.6,Breakfast,Raw,Weight Loss
1490,Fresh Papaya Cubes (Mild Flavor),Fruits,Tropical,1,1 cup (145g),70,0.7,15.8,0.4,2.5,11.1,Breakfast,Raw,Weight Loss
1491,Fresh Papaya Cubes (Herb Infused),Fruits,Tropical,1,1 cup (145g),69,0.7,15.6,0.4,2.7,11.2,Breakfast,Raw,Weight Loss
1492,Fresh Papaya Cubes (Traditional),Fruits,Tropical,1,1 cup (145g),69,0.7,15.7,0.4,2.4,11.4,Breakfast,Raw,Weight Loss
1493,Pomegranate Arils,Fruits,Indian,1,0.5 cup (87g),80,1.5,16.2,1.0,3.5,11.9,Snack,Raw,Balanced
1494,Pomegranate Arils (Light Spiced),Fruits,Indian,1,0.5 cup (87g),78,1.5,15.8,1.0,3.5,11.6,Snack,Raw,Balanced
1495,Pomegranate Arils (Homestyle),Fruits,Indian,1,0.5 cup (87g),77,1.5,15.8,0.9,3.6,11.2,Snack,Raw,Balanced
1496,Pomegranate Arils (Low Sodium),Fruits,Indian,1,0.5 cup (87g),80,1.5,16.3,1.0,3.5,11.8,Snack,Raw,Balanced
1497,Pomegranate Arils (Extra Portion),Fruits,Indian,1,0.5 cup (87g),100,1.9,20.3,1.2,4.3,14.8,Snack,Raw,Balanced
1498,Pomegranate Arils (Half Portion),Fruits,Indian,1,0.5 cup (87g),43,0.8,8.8,0.5,1.9,6.4,Snack,Raw,Balanced
1499,Pomegranate Arils (With Olive Oil),Fruits,Indian,1,0.5 cup (87g),83,1.5,16.3,1.3,3.7,11.9,Snack,Raw,Balanced
1500,Pomegranate Arils (Steamed),Fruits,Indian,1,0.5 cup (87g),74,1.5,15.1,0.8,3.8,10.7,Snack,Raw,Balanced
1501,Pomegranate Arils (Nutrient Dense),Fruits,Indian,1,0.5 cup (87g),86,1.8,17.2,1.1,4.2,12.2,Snack,Raw,Balanced
1502,Pomegranate Arils (Mild Flavor),Fruits,Indian,1,0.5 cup (87g),77,1.4,15.8,0.9,3.4,11.3,Snack,Raw,Balanced
1503,Pomegranate Arils (Herb Infused),Fruits,Indian,1,0.5 cup (87g),81,1.5,16.4,1.0,3.8,11.9,Snack,Raw,Balanced
1504,Pomegranate Arils (Traditional),Fruits,Indian,1,0.5 cup (87g),82,1.5,16.7,1.0,3.4,12.3,Snack,Raw,Balanced
1505,Watermelon Slices,Fruits,Global,1,1 bowl (200g),66,1.2,14.6,0.3,0.8,11.7,Snack,Raw,Weight Loss
1506,Watermelon Slices (Light Spiced),Fruits,Global,1,1 bowl (200g),68,1.2,15.1,0.3,0.8,12.1,Snack,Raw,Weight Loss
1507,Watermelon Slices (Homestyle),Fruits,Global,1,1 bowl (200g),65,1.2,14.4,0.3,0.8,11.2,Snack,Raw,Weight Loss
1508,Watermelon Slices (Low Sodium),Fruits,Global,1,1 bowl (200g),67,1.2,14.8,0.3,0.8,11.7,Snack,Raw,Weight Loss
